@relation wine_descriptors
@attribute word string
@attribute pos {Adjective, Noun, Verb, Other}
@attribute wordLength Numeric
@attribute containsDigit {True, False}
@attribute prevWordPOS {Adjective, Noun, Verb, Other, Empty}
@attribute nextWordPOS {Adjective, Noun, Verb, Other, Empty}
@attribute isContextuallyDescriptive {True, False}
@attribute Suffix {berry, ic, y, ous, ness, -like, al, ish, False}
@attribute keyWord {True, False}
@attribute wordWeight Numeric
@data
"lively",Adjective,6,False,Other,Adjective,True,y,True,0.8
"medium",Adjective,6,False,Adjective,Other,False,False,True,0.8
"-",Other,1,False,Adjective,Adjective,False,False,False,0
"bodied",Adjective,6,False,Other,Noun,False,False,True,0.4
"wine",Noun,4,False,Adjective,Verb,True,False,True,0.3
"be",Verb,2,False,Noun,Other,False,False,False,0
"beautifully",Other,11,False,Verb,Verb,False,y,True,0.3
"craft",Verb,7,False,Other,Other,False,False,False,0
",",Other,1,False,Verb,Other,False,False,False,0
"with",Other,4,False,Other,Noun,False,False,False,0
"cherry",Noun,6,False,Other,Noun,False,y,True,0.8
"blossom",Noun,7,False,Noun,Noun,False,False,True,0.8
"aroma",Noun,6,False,Noun,Other,False,False,True,0.6
"and",Other,3,False,Noun,Adjective,False,False,False,0
"tangy",Adjective,5,False,Other,Noun,False,y,True,0.8
"acidity",Noun,7,False,Adjective,Other,True,y,True,0.8
".",Other,1,False,Noun,Verb,False,False,False,0
"layer",Verb,7,False,Other,Other,False,False,True,0.4
"and",Other,3,False,Verb,Adjective,False,False,False,0
"seductive",Adjective,9,False,Other,Other,False,False,True,0.2
",",Other,1,False,Adjective,Other,False,False,False,0
"it",Other,2,False,Other,Verb,False,False,False,0
"offer",Verb,6,False,Other,Other,False,False,False,0
"a",Other,1,False,Verb,Adjective,False,False,False,0
"crisp",Adjective,5,False,Other,Noun,False,False,True,0.6
"mix",Noun,3,False,Adjective,Other,True,False,False,0
"of",Other,2,False,Noun,Adjective,False,False,False,0
"orange",Adjective,6,False,Other,Noun,False,False,True,0.8
"peel",Noun,4,False,Adjective,Other,True,False,True,0.8
",",Other,1,False,Noun,Noun,False,False,False,0
"cherry",Noun,6,False,Other,Other,False,y,True,0.8
",",Other,1,False,Noun,Noun,False,False,False,0
"pomegranate",Noun,11,False,Other,Other,False,False,True,0.8
"and",Other,3,False,Noun,Noun,False,False,False,0
"baking",Noun,6,False,Other,Noun,False,False,True,0.8
"spice",Noun,5,False,Noun,Noun,False,False,True,0.8
"flavor",Noun,7,False,Noun,Other,False,False,True,0.6
"that",Other,4,False,Noun,Verb,False,False,False,0
"be",Verb,3,False,Other,Adjective,False,False,False,0
"ready",Adjective,5,False,Verb,Other,False,y,False,0
"for",Other,3,False,Adjective,Other,False,False,False,0
"the",Other,3,False,Other,Noun,False,False,False,0
"table",Noun,5,False,Other,Other,False,False,False,0
"or",Other,2,False,Noun,Other,False,False,False,0
"the",Other,3,False,Other,Noun,False,False,False,0
"cellar",Noun,6,False,Other,Other,False,False,False,0
".",Other,1,False,Noun,Empty,False,False,False,0
